Increased_Work_Hours,Work_From_Home,Hours_Worked_Per_Day,Meetings_Per_Day,Productivity_Change,Stress_Level,Health_Issue,Job_Security,Childcare_Responsibilities,Commuting_Changes,Technology_Adaptation,Salary_Changes,Team_Collaboration_Challenges,Sector,Affected_by_Covid
1,1,10.240258812662088,3.111904491576277,0,Low,0,0,1,0,0,1,1,Healthcare,1
1,1,8.385359859698944,5.6010320648742695,1,Medium,0,1,0,0,1,0,0,IT,1
1,0,9.587870241821019,4.534060665982129,0,Medium,0,0,1,0,1,0,1,IT,1
1,1,8.427193149128632,1.8792530624344757,0,High,1,0,0,0,0,0,1,Education,1
1,1,5.581351064443173,2.6078021592253227,0,Low,0,0,0,1,1,1,0,Healthcare,1
1,1,8.605487585010085,6.3266496987954035,1,Medium,1,1,0,0,1,1,1,IT,1
1,1,8.512721967476931,1.8598074507637348,1,Medium,0,1,1,0,0,0,1,Healthcare,1
1,1,9.167458723043639,7.421499007112288,1,High,0,1,0,0,1,0,0,IT,1
0,1,7.744006049573209,3.142956736132331,1,Low,0,0,0,0,0,0,1,Retail,1
1,1,6.477088886472298,6.37122235943985,1,Low,1,0,0,0,1,1,1,Education,1
1,1,9.313012166350454,3.5416543080357443,0,High,0,1,1,0,1,0,0,IT,1
1,1,5.373455425495504,5.199855387251727,0,Medium,0,1,0,1,0,0,1,IT,1
1,1,10.917638271712939,6.092549710181034,1,High,0,0,1,1,1,0,1,Education,1
1,0,7.537163877590015,6.084930726521515,1,High,1,1,1,1,1,1,1,Education,1
1,1,8.491056344112337,3.1234517038105447,1,Medium,0,1,0,0,1,0,1,IT,1
1,1,9.117116306563144,2.7139178501513106,1,Medium,0,0,1,0,1,0,0,IT,1
1,0,9.181376089688381,3.8781819853732973,0,Medium,0,0,0,0,1,1,1,Retail,1
1,1,5.18203140009653,2.0492805684490327,1,High,0,0,1,1,0,0,1,Healthcare,1
0,1,9.648173161088527,4.358896263415838,0,High,0,1,0,0,1,0,1,IT,1
0,1,8.606307656752547,2.768805021583727,0,Medium,1,0,1,0,0,0,1,Retail,1
0,1,6.729477230882782,5.624064660314374,0,Medium,0,0,1,0,1,0,1,Education,1
0,1,6.500666098108172,3.1448313756727924,1,Medium,0,0,0,1,0,0,1,Retail,1
1,1,7.331893835886309,1.3866115457799695,0,Medium,0,1,0,1,1,0,1,IT,1
1,0,5.402516626779017,6.101372164253944,0,High,0,0,1,1,1,0,1,Retail,1
0,1,11.44453478197405,4.275052004997796,1,High,0,1,0,1,0,0,1,Education,1
1,1,10.97230265028669,4.04370233563011,0,Medium,0,1,1,0,1,0,1,Retail,1
0,1,8.90340040195188,5.641592177419314,0,Medium,0,1,1,1,0,0,1,Healthcare,1
1,0,7.553203167315818,5.307364753447235,1,High,0,1,1,0,1,0,1,Healthcare,1
1,1,7.605784024125209,2.8572196839843618,1,Medium,1,1,1,1,1,0,1,Education,1
1,0,9.516131412347937,3.3253275909607596,0,Medium,1,0,0,0,0,0,0,Healthcare,1
1,1,11.515653799003902,2.330567124910993,1,Medium,0,0,1,1,1,0,1,Healthcare,1
0,1,6.859206520806514,1.8033219173127772,1,Medium,0,0,0,0,1,1,0,Retail,1
0,0,5.764827914753352,4.867888802373084,0,Low,0,0,0,1,1,0,0,Healthcare,1
1,1,11.095281547190542,4.588276465062522,0,Low,0,0,0,1,1,0,1,IT,1
1,1,4.425722824831097,5.141243817283775,0,Low,1,0,0,1,0,0,1,IT,1
1,1,5.982938383494707,5.922408162243913,1,Medium,0,1,0,0,0,0,1,Healthcare,1
1,1,7.506284214978295,5.161712192388508,1,Low,1,0,1,0,1,1,1,IT,1
1,0,4.879133064389938,5.295189214457888,0,Medium,0,0,1,1,1,0,1,Healthcare,1
1,1,10.224298125613196,0.8830581127417942,1,Low,1,1,0,1,1,0,1,Education,1
0,0,9.7138105410102,3.539522137112509,1,Medium,0,1,1,0,0,0,1,IT,1
1,1,6.850413545569365,5.446864742004981,0,Medium,0,0,1,0,0,1,1,IT,1
0,1,10.559228238355495,2.2476868956921754,1,High,0,0,0,0,1,0,1,IT,1
0,1,10.898584856807652,4.1375070742566455,1,Medium,0,0,0,1,0,0,0,Education,1
1,1,7.773658703419873,4.77919666092026,1,Low,1,0,0,1,1,0,0,Retail,1
0,1,7.098663644863985,4.66428024075773,1,Medium,1,1,0,1,0,1,1,Healthcare,1
1,1,12.519204055484956,4.55319446193745,0,High,1,0,0,1,1,0,1,Retail,1
1,1,9.44232364416831,4.898369078568363,0,Medium,0,1,0,1,1,0,1,Education,1
0,0,8.512649305937707,4.271115842392329,1,Medium,1,0,0,0,1,0,0,IT,1
1,1,10.727091893279225,1.8056076889134802,0,High,1,0,1,0,1,1,1,IT,1
0,1,8.603861270006043,4.76043330310524,0,Medium,0,0,0,0,0,0,1,Education,1
1,1,6.9887588281616235,4.427119840830616,0,High,0,0,0,0,0,0,1,IT,1
1,1,8.160319520975108,1.82537732371682,1,High,0,0,1,0,0,0,1,Retail,1
1,1,10.07730857463947,6.069602816629857,0,Medium,0,1,0,0,1,0,1,Education,1
1,1,4.015628867301572,4.8007565496220606,0,Medium,1,0,1,0,1,0,1,Healthcare,1
0,1,7.423938521121558,1.9294775185338122,1,Medium,0,1,1,0,1,0,1,Healthcare,1
1,1,10.76611479716321,2.7741622540417743,0,High,0,1,0,1,1,0,0,Retail,1
1,0,6.976263197812965,3.1539219373807303,1,Medium,0,0,0,0,1,0,1,Healthcare,1
1,1,11.09221712086282,3.1528548417990274,0,Medium,0,0,0,1,1,0,1,Healthcare,1
1,1,10.829487638719625,4.439575283227663,0,Low,0,1,1,1,0,0,1,Education,1
1,1,7.868941769022097,2.5354723734126074,0,Medium,0,0,1,1,1,0,0,IT,1
0,1,6.862921390221999,5.692205120682901,1,Medium,0,0,1,1,0,0,0,IT,1
0,1,7.425282251700731,5.568705177051987,1,Medium,0,1,1,1,0,0,1,IT,1
1,1,13.329228984002869,4.928975964399385,1,Medium,0,0,0,0,1,0,1,Retail,1
1,1,11.748848893866487,4.066362663090777,0,Medium,1,0,1,1,0,0,1,IT,1
1,0,8.250781943613477,5.406171272727306,1,High,1,1,1,1,0,1,0,Education,1
1,1,6.783692896759181,3.5860784157939865,0,Medium,0,0,1,0,1,0,1,Retail,1
1,1,8.234082071162526,2.913266707925186,0,Medium,1,1,0,0,1,0,1,Education,1
0,1,8.48765385323353,5.7851644684296115,1,High,0,1,0,1,1,0,0,Education,1
1,1,5.513282524781292,4.476314135528514,0,High,0,0,0,1,0,0,0,Retail,1
0,1,8.16008253843052,2.9739135391279126,1,Medium,1,0,0,1,1,1,1,IT,1
1,1,10.64480864962346,3.373386449437631,0,High,0,0,0,0,0,0,1,Healthcare,1
1,1,4.401286637567053,2.895358024352098,0,Medium,1,0,0,1,1,0,0,Healthcare,1
1,0,9.653167930274495,7.0332622882429074,1,Medium,0,0,0,0,0,0,1,Healthcare,1
0,1,10.74959594010956,4.006147656175787,0,Medium,0,0,1,0,0,0,1,Retail,1
1,0,6.878885309811263,4.236656966880503,0,Low,0,0,0,1,1,0,1,Healthcare,1
1,1,11.388351516382112,5.081828571792911,0,High,0,0,0,0,1,0,1,IT,1
1,1,6.619325875103309,2.1769585260894915,0,Medium,0,1,1,0,1,0,1,Education,1
0,1,8.882165323720807,5.644820899429335,1,Medium,0,1,1,1,0,0,1,IT,1
1,0,7.386454630672739,3.0882308038182202,1,Medium,0,0,1,0,0,1,1,Retail,1
1,1,7.386007285674793,6.745024429172723,1,Low,0,0,1,1,0,0,1,Education,1
0,1,6.765401860483909,3.53101190497811,0,High,1,0,1,0,0,0,1,Education,1
0,0,9.397150961724039,5.556460022144778,0,High,0,1,1,0,0,0,1,Education,1
0,1,9.697610915462898,0.2548028243213696,1,High,0,0,1,0,1,0,1,Healthcare,1
1,1,7.871155600845623,2.2373003858710443,0,Medium,0,1,1,0,0,0,1,Healthcare,1
1,1,5.280063572655452,3.559589261503561,0,Medium,0,1,0,1,1,0,0,Retail,1
1,1,8.80634033326878,0.9538255028126637,1,High,1,0,0,0,0,0,1,Healthcare,1
0,0,8.844028718821388,4.901326673262107,0,Medium,0,0,1,0,1,1,0,Education,1
1,1,7.566569977227145,4.469437188154373,1,Low,0,0,0,1,1,0,1,Education,1
1,1,11.734462574361617,2.513758525210184,0,Low,0,0,1,0,1,0,1,Education,1
1,1,4.872141470198692,3.976062055203252,1,High,0,0,0,0,1,0,1,Retail,1
1,1,3.565432579492864,5.209715844884688,0,Medium,1,0,1,1,1,0,1,Retail,1
0,1,6.538330200604658,0.8454257246950392,1,High,0,1,0,0,1,0,1,Healthcare,1
1,1,9.4208490681829,2.0897664756480148,0,Medium,0,0,0,1,0,0,1,Retail,1
1,0,5.888310725132318,3.4973675511649835,1,Medium,0,0,0,0,1,0,1,Healthcare,1
1,1,6.038058162947849,4.035585439948713,0,High,0,0,0,1,1,0,1,Education,1
1,1,9.902042672356309,3.9120828675976846,1,Medium,1,0,0,1,0,0,1,IT,1
1,1,8.9250958455955,5.333942178153566,1,Medium,1,0,0,0,0,1,0,Education,1
0,1,8.754121819256799,4.7158168684830954,0,Medium,1,0,1,0,1,0,1,Healthcare,1
0,1,9.562857838931055,5.044952260856589,0,Medium,0,0,0,1,1,0,1,Retail,1
0,1,7.149614093454232,1.915186400793452,1,High,0,1,1,1,1,0,0,Healthcare,1
0,1,7.242031851883618,4.2172357821990705,0,Medium,0,1,1,0,1,0,1,IT,1
1,1,9.61955854512285,3.539286236143085,1,Medium,0,0,0,0,1,0,1,Healthcare,1
0,1,5.310226438437601,6.193107822503151,0,Low,1,0,1,0,0,0,1,Retail,1
0,0,3.714560307202907,4.26159345606685,1,High,0,0,0,1,1,0,1,Education,1
0,1,7.133431652744291,2.9964190979259566,0,High,0,0,0,0,1,1,0,Education,1
1,1,9.861746578131383,5.27875191393256,1,High,0,0,0,0,0,0,0,Education,1
0,1,8.511119397973607,4.844946693796971,0,Low,1,0,0,1,0,1,1,Healthcare,1
1,1,9.71458300824603,2.7675974910392807,0,Medium,1,0,1,0,0,0,1,Healthcare,1
0,1,3.9674113791536696,3.4772654458462373,0,Low,0,0,0,0,1,0,1,Healthcare,1
1,1,8.630993616646984,3.502830310587458,1,Medium,0,1,0,1,0,0,1,Education,1
0,1,9.307729009284756,5.841191638419306,0,Medium,1,0,1,0,1,0,0,Retail,1
1,1,5.298405154778631,4.304862810817663,0,High,0,1,0,0,0,0,1,Education,1
0,1,9.72411518109309,5.0901737178402575,1,High,0,0,1,1,0,0,1,Education,1
0,0,7.776962206988414,3.260092418304876,0,Medium,0,0,1,1,0,0,1,Healthcare,1
0,0,14.142673403212005,4.5022004367091615,1,Medium,1,1,1,0,1,1,1,Retail,1
1,1,3.645527862206529,5.955041354394487,1,Medium,0,0,0,1,0,0,0,Education,1
1,1,10.738228735349502,3.458384852124029,1,Low,0,0,0,1,1,0,1,IT,1
1,1,7.211683806947852,4.172732205756664,0,High,1,0,0,0,1,0,1,Healthcare,1
1,1,4.765696571119912,1.9550406156435889,1,Medium,0,0,0,1,1,0,1,Education,1
1,1,6.946089712870016,2.8516628651349585,0,Medium,0,1,1,0,0,1,1,IT,1
1,0,8.554958482674932,3.4983356620032655,1,High,0,0,1,0,1,0,1,IT,1
1,1,10.074933339130087,2.4087410365724184,0,High,1,1,0,0,0,0,0,Healthcare,1
1,1,11.443928576264351,5.98296051628277,0,Medium,0,0,0,1,0,0,1,Retail,1
1,0,10.843786177408685,2.7429894696377306,0,Medium,0,1,1,1,1,0,0,Retail,1
1,1,6.069235958591011,5.180197888175869,1,High,0,1,1,0,0,0,1,IT,1
1,0,10.260329384532234,4.280254356297215,1,Medium,0,0,0,0,1,0,0,IT,1
1,1,8.782569914241748,4.046277922765695,0,High,0,1,1,0,1,0,0,Education,1
0,1,6.690793958142024,6.229245467447736,1,Medium,0,0,1,0,1,0,1,Healthcare,1
0,0,7.576178813045038,0.6090995546086306,0,Medium,0,0,0,1,1,1,0,Retail,1
1,0,6.580314681110552,3.705692654765343,1,Medium,1,0,0,1,0,0,1,IT,1
0,0,8.074184683872911,2.379429495151837,1,Medium,0,1,1,1,1,0,0,Retail,1
1,0,6.54068423541176,1.0578693863004434,1,High,0,0,0,0,1,0,1,Healthcare,1
0,1,5.944011853565122,2.207902399363463,0,Medium,0,1,1,0,1,1,1,Healthcare,1
1,1,8.958238255565544,4.025856302504606,0,High,0,0,0,0,1,1,0,Healthcare,1
0,1,9.257461096519274,2.911979306190332,1,Medium,1,1,0,0,0,0,0,Healthcare,1
1,1,7.624805999816776,5.344920384737723,0,Low,0,0,0,1,0,0,1,Healthcare,1
1,1,10.735302607871944,3.679231228088004,0,Low,0,0,0,0,1,0,1,Retail,1
1,1,7.479138827009773,3.5128924679185856,1,Medium,0,1,0,0,1,0,1,IT,1
1,1,7.394450909748923,3.519578574240861,1,Medium,0,0,0,0,0,1,1,Healthcare,1
1,1,9.320977964691394,3.8522583908056913,0,Low,0,1,0,0,0,0,1,Healthcare,1
1,1,7.735148830113326,3.3722821975858706,0,Medium,0,1,0,0,1,0,0,Education,1
0,1,8.169595458052287,2.723119453653755,0,High,1,1,0,1,0,0,0,Healthcare,1
1,1,2.95912305876187,5.483777325964054,1,Low,0,1,0,1,0,0,0,IT,1
0,1,8.03341476947595,3.0638574244165815,1,Low,1,0,1,0,1,0,1,Healthcare,1
1,1,4.345608125057479,3.424710075480721,1,Medium,0,0,0,0,1,1,0,Education,1
1,1,5.558098858002259,4.6441076201354665,1,Medium,0,1,1,1,1,0,1,Healthcare,1
1,1,5.3293549224889905,4.478111869235879,1,High,1,1,0,0,0,0,0,IT,1
1,1,5.914833692932348,2.6598429064809257,0,Medium,1,0,0,0,1,0,1,Education,1
1,1,6.9022922807354945,5.13247291616612,0,High,0,0,0,0,0,0,0,IT,1
1,1,7.027014768909029,4.806505509757607,1,Medium,0,0,0,0,1,0,1,Education,1
0,1,9.328550408514252,4.266962251280882,0,Medium,1,0,1,1,0,0,1,Healthcare,1
1,0,8.444775628269394,3.353024724127762,1,High,1,0,1,0,1,0,1,IT,1
0,1,4.197851142364028,3.389903964217887,1,High,1,0,0,1,0,0,1,Healthcare,1
1,1,8.166589275093616,3.697304345497586,1,Medium,0,1,0,0,1,0,1,Healthcare,1
1,0,8.636510493166854,2.152252088308351,0,Medium,0,0,0,0,0,0,1,Healthcare,1
1,1,7.342866967494084,3.9410973271045653,1,Low,0,0,1,1,1,0,1,Healthcare,1
0,1,7.878228046186595,5.338153060670498,1,Medium,0,1,0,1,0,0,1,Education,1
1,1,8.380620250794113,5.314556784751035,1,Low,0,0,1,1,1,0,1,Education,1
0,0,9.529199195271161,3.4287223430853206,0,Low,0,0,0,0,1,0,1,Retail,1
1,0,4.85024002507453,5.596124909088305,1,High,0,0,0,1,0,0,0,Retail,1
0,1,7.511365922720702,6.858856831794167,1,Low,1,1,0,1,1,1,1,Healthcare,1
1,1,11.016672196115458,3.525688697105759,0,Medium,0,0,1,0,1,0,1,IT,1
1,1,10.833322616595913,5.037272059648252,0,High,0,0,1,0,1,0,1,IT,1
1,1,9.70187385555156,0.6057850559638114,1,Medium,0,1,0,1,1,0,1,IT,1
1,1,9.073649367911353,2.1127799077270133,0,Low,0,0,0,0,0,1,1,IT,1
1,1,11.309269496804177,4.13668154400028,0,Medium,0,1,0,1,1,0,1,Education,1
1,1,11.835696003213332,2.489900406222418,0,High,0,0,0,1,1,0,0,Retail,1
1,1,7.741840023906295,7.058803067083673,1,Medium,1,1,0,1,1,0,1,Education,1
1,1,6.06113511342336,4.89681953094483,0,High,0,0,1,0,1,0,1,Healthcare,1
1,1,7.45941536475101,5.448747470287196,0,Medium,0,0,0,0,0,0,1,IT,1
1,1,14.193391027544106,3.956460390759119,0,Medium,1,1,1,1,0,1,1,Retail,1
1,1,4.861287314549612,2.4951879702045217,1,Low,0,0,1,1,1,0,1,Retail,1
0,1,7.058921720941165,3.2217845767376794,1,Medium,0,0,0,0,0,0,0,Healthcare,1
1,1,5.174617695014737,4.38157071943954,1,Medium,0,1,1,1,0,0,1,Education,1
0,1,8.24952772575477,3.043126992386483,1,High,0,0,0,0,0,0,0,IT,1
1,0,5.594617942210265,5.0067879875907995,1,Medium,0,0,0,0,1,0,1,IT,1
1,1,7.782497954332764,5.067122453806958,0,High,1,0,1,1,1,0,1,IT,1
1,0,4.0998096799624815,4.0074719559093825,1,Low,0,1,0,1,0,1,0,Education,1
1,1,9.2352413301693,1.261547369474501,0,Medium,0,0,0,1,0,0,1,Retail,1
1,1,10.44469051293595,6.572177400498939,1,Low,0,0,0,1,1,0,1,Healthcare,1
1,0,7.232112755873082,3.6809907149657235,0,Medium,0,0,1,0,0,0,1,Education,1
1,1,7.729739985848596,8.063914972706554,1,Medium,1,0,1,1,0,0,1,Retail,1
0,1,7.673185538537376,4.978803544528293,1,Low,0,0,1,1,0,0,1,IT,1
1,1,8.36182135045005,3.6850673849019144,1,Low,0,0,1,0,0,1,0,Retail,1
0,1,7.9236608260671435,4.671732814747006,1,High,0,0,1,1,0,1,0,Healthcare,1
1,1,9.536233904861389,0.9710717243820821,1,Medium,0,0,0,1,0,0,1,Healthcare,1
1,0,10.466078266901892,5.53921360485395,0,Medium,0,0,0,0,0,0,1,Retail,1
1,1,6.371857555015634,7.850411856294214,0,Medium,0,0,1,1,1,0,1,IT,1
1,1,7.3813430144514065,0.8661497892349317,0,Medium,1,1,0,1,0,0,1,Healthcare,1
1,1,9.80323889784949,3.5688864852614386,0,Low,0,1,0,1,1,0,0,Education,1
0,1,5.156661903881935,3.8419928158127106,0,Medium,1,0,1,0,0,0,1,Healthcare,1
1,1,4.05855743630886,5.312842943744596,0,Low,1,0,0,1,1,0,0,Education,1
1,0,8.452631905796958,7.158963511248305,1,High,0,1,1,1,1,0,1,IT,1
1,1,8.992692822140985,4.574323183893347,1,High,0,1,0,0,1,0,0,Healthcare,1
1,1,6.555399624092815,7.212687736323291,0,Medium,0,1,0,1,1,0,0,Healthcare,1
1,1,6.84269789175909,4.255648715326993,0,Medium,0,0,0,0,0,0,0,Retail,1
0,1,6.479615356518202,4.677135728194345,0,Medium,0,0,1,0,0,0,1,Retail,1
1,1,6.266149521311132,4.492353349240382,0,Low,0,0,0,1,0,0,1,Healthcare,1
0,1,9.3869916412092,5.83044967450763,1,Medium,0,1,0,1,0,0,1,IT,1
0,1,5.639003026004723,3.366518412834695,0,Low,0,0,1,0,0,1,0,IT,1
1,1,7.468954277133302,5.227430138142264,1,High,0,0,0,1,1,0,1,IT,1
0,1,6.189327664970295,2.1538050906153594,0,Medium,0,1,1,0,1,1,1,Education,1
0,1,5.089422048197569,3.5732438430228863,0,Medium,1,1,0,0,0,0,1,Healthcare,1
1,1,9.740356349493542,3.0448845655917873,1,Low,0,1,1,0,1,1,0,Retail,1
1,1,6.960349555652922,4.131942337926914,0,Medium,1,0,0,0,1,0,0,Education,1
1,0,8.376880160841514,3.525880375894327,0,Low,1,1,0,1,0,0,1,Retail,1
1,0,4.98384824039798,5.698200538685462,0,High,0,1,1,1,0,0,1,Retail,1
1,1,6.516121092487048,2.6819978572425365,1,Medium,0,1,1,0,1,0,0,Healthcare,1
1,0,9.512175761390012,1.4030260962834813,0,Low,0,0,0,0,0,1,1,Retail,1
0,1,13.174542911690619,1.964074270432664,1,Medium,0,1,1,0,1,0,1,Retail,1
1,0,4.047567871219377,5.491252069451979,1,Low,0,0,0,1,1,0,0,IT,1
0,1,7.5977844094211475,2.545663985025667,1,Medium,0,0,1,0,1,0,1,Retail,1
1,1,8.824561196287,4.596766623281063,0,Low,1,0,0,0,1,0,0,IT,1
0,1,6.767799693521432,3.5578187451278804,1,Medium,0,1,0,0,1,0,0,IT,1
1,1,9.699043973988248,5.236366082129883,1,Medium,0,1,0,0,1,0,1,Retail,1
1,1,6.266534658679374,3.6538514423250845,0,High,0,1,1,1,1,0,1,IT,1
0,1,8.307695320433282,8.146522774175704,0,Medium,0,0,1,0,1,1,1,Education,1
0,0,6.955856191003281,6.847175523727757,1,High,0,0,0,0,1,0,1,Retail,1
1,1,10.438862165909544,3.527184729391461,1,High,1,1,0,1,1,0,0,Education,1
1,1,6.647270993928789,3.3217981163575208,0,High,0,0,0,0,1,0,1,Education,1
0,1,7.296252407426969,8.698489226212693,1,Medium,0,0,1,0,1,0,1,Retail,1
1,1,9.89137807499431,2.381723558007115,1,High,0,0,1,1,1,0,0,Healthcare,1
0,0,5.943922681814273,3.9174646781224767,0,Medium,0,0,1,0,0,0,0,Education,1
0,1,8.137500113527144,4.033673379558142,0,Medium,0,1,1,1,1,0,1,Healthcare,1
1,1,4.354931312626796,3.9964931532781387,1,High,1,0,0,0,0,0,0,Education,1
0,1,5.8241330827418505,1.3919324192042102,0,Low,0,0,0,1,0,1,1,Healthcare,1
0,0,8.764262551781608,4.744903614513911,1,Medium,0,0,1,1,1,0,1,Education,1
0,1,6.0186049809275355,2.5444748629115246,1,Medium,0,1,0,1,1,0,1,Healthcare,1
1,1,6.910854136352417,6.153983686253607,0,Low,0,0,1,0,0,0,1,IT,1
0,1,8.986172804095876,1.8160524363480675,0,High,1,1,0,0,1,0,1,IT,1
1,1,6.84162771770614,4.089198891063214,0,Medium,1,1,0,1,0,0,1,IT,1
0,1,9.645684146432716,0.6758190295721676,0,Medium,1,1,0,1,0,1,0,IT,1
1,0,8.431325574972128,0.7684244404889142,1,High,0,0,0,1,1,0,0,Education,1
1,1,8.871366223849005,2.7409720625610507,0,High,0,0,0,1,0,0,1,Education,1
1,0,10.481931197477063,2.952684876494458,1,High,0,1,0,1,1,0,1,Retail,1
1,0,8.639646125228131,6.198589619484153,1,Low,0,1,0,0,0,0,1,Education,1
1,1,11.077694580938688,3.9391122456071526,1,Medium,0,1,0,1,0,0,0,IT,1
1,1,9.822524566075646,5.9386103513673305,1,Medium,0,0,0,0,1,0,0,Retail,1
1,1,6.9530951403310866,3.4303201079849845,1,Medium,0,0,0,0,1,0,1,Education,1
1,1,10.586296150042543,4.909127774320497,1,Low,0,0,0,1,0,0,1,Education,1
0,1,8.52773204180589,2.9117870246216486,0,Medium,0,0,1,1,1,0,1,IT,1
1,1,7.210640582678993,2.8097903963520983,1,Low,0,1,1,1,1,0,1,Education,1
1,1,8.556771390641766,1.2687247916231579,1,Low,1,0,1,0,1,0,1,Education,1
1,1,10.224653648780526,4.503630990776912,1,Medium,1,1,1,0,0,0,1,IT,1
1,1,8.910090188484444,4.3931251220502245,1,Medium,0,0,0,1,1,0,1,Retail,1
1,1,11.644785665102795,5.165969330928778,0,High,0,1,1,0,1,0,1,Healthcare,1
1,1,10.173061115797644,4.322377430712093,0,Medium,0,1,0,1,0,0,0,Retail,1
1,1,9.046320066804325,7.039293965790951,0,Medium,1,1,1,1,1,0,1,Retail,1
1,1,5.947863834517685,4.264041455016264,0,Medium,0,0,0,1,1,0,0,Education,1
0,1,7.640534971979759,5.487740071507181,0,Low,0,0,0,0,0,0,1,Healthcare,1
1,1,8.143328279501702,3.513836375501346,1,Medium,0,1,1,0,0,1,1,Education,1
1,0,9.393263002435495,2.6372949485479165,0,Medium,0,1,1,0,0,1,1,Healthcare,1
0,0,9.274666082544385,5.076542755279954,0,High,1,0,0,0,0,1,0,IT,1
0,0,8.339080820436573,3.8662780182694885,1,Low,1,1,0,1,1,1,1,Healthcare,1
1,1,8.240699830754343,5.248064568894431,0,Medium,0,0,1,0,1,1,0,Healthcare,1
0,0,9.44091379015214,4.529404812767021,1,High,1,1,0,0,0,0,1,Education,1
1,1,6.282827548740029,2.8104800098147655,0,High,0,0,1,1,1,0,0,IT,1
1,1,11.391031638499713,5.611506816515543,0,Medium,0,0,1,0,0,0,0,IT,1
0,1,3.9056662296730575,2.6932150693229984,0,Medium,0,1,0,1,1,1,1,Healthcare,1
0,1,10.910818964344058,4.937989394943257,1,High,0,0,0,1,1,0,0,IT,1
1,1,7.909628943149676,5.922416667288779,1,High,0,1,0,0,1,1,1,Education,1
1,1,10.005159628543188,3.4231077423772636,1,High,0,1,0,0,0,0,1,IT,1
1,1,8.727680868585226,5.733991680508472,0,Medium,1,1,0,0,1,0,0,Retail,1
1,1,8.692068821821604,4.596425251079789,1,Medium,0,1,1,1,1,0,0,IT,1
0,1,9.108508952053041,5.277915667594395,1,Low,0,0,0,1,0,0,1,Healthcare,1
1,1,9.618108578175557,2.7448664633461206,0,Low,0,1,0,0,1,1,1,Education,1
0,1,7.34233834682552,4.321450348080622,1,Medium,0,1,0,1,1,0,1,Retail,1
1,0,10.069598261052473,1.8878780349632445,1,Medium,0,1,0,0,1,0,1,IT,1
0,1,5.8310587528424325,6.566950772965695,0,High,0,0,0,1,0,1,1,Healthcare,1
1,1,7.989338853347751,0.9790025176232398,0,Medium,1,1,1,1,1,1,1,IT,1
0,1,9.671939848544554,3.467872270556725,1,Medium,0,0,0,1,0,1,0,IT,1
1,1,9.990035159231779,2.602437108700567,0,High,0,1,1,1,1,0,0,IT,1
1,1,8.921577696522801,5.012050622803357,1,Medium,0,1,0,1,1,1,1,Education,1
1,0,7.213215124088529,6.885918918894878,1,Low,0,0,1,0,1,0,1,Education,1
1,0,9.793415556737408,4.982372648031289,0,Medium,0,0,0,1,1,0,1,Retail,1
1,0,6.661267521762493,8.441925545427026,0,High,0,0,1,1,1,0,1,Healthcare,1
1,0,11.502818147497821,1.9330897351617402,1,Medium,1,0,1,1,1,0,1,IT,1
1,0,7.830658205000671,2.048223801207152,0,Medium,0,0,1,1,1,1,1,IT,1
1,1,4.920748611588079,2.6603286525769,0,High,0,0,0,1,1,0,0,IT,1
1,1,5.610633063966896,4.181867042943859,0,Medium,0,1,0,0,1,1,1,Healthcare,1
1,1,8.087287273759175,2.459616437075125,1,Medium,0,1,0,0,1,0,1,Healthcare,1
1,1,8.279650542652107,2.8725058685424614,1,Medium,1,0,0,0,1,0,1,IT,1
1,0,11.939313369902191,4.930725285890932,1,High,0,0,1,0,1,1,1,Retail,1
1,1,5.923001324771548,2.141242175329273,1,Medium,1,1,1,1,1,0,1,Retail,1
0,1,8.078924398607862,2.300205980544847,0,Medium,0,0,0,1,1,0,0,Retail,1
1,1,5.881157185835887,3.402191870514892,1,Medium,1,1,0,0,1,0,1,Education,1
0,1,7.014690293573193,3.5433353937410184,1,Low,0,1,0,1,1,1,1,IT,1
1,1,11.367944060138676,5.5150235758319734,1,High,1,0,1,1,0,1,1,Healthcare,1
1,1,5.727327553688019,2.649040378032819,1,Medium,0,1,0,0,1,0,1,IT,1
1,1,9.174084848135667,2.9195800238186536,1,Medium,0,0,0,1,1,1,1,IT,1
1,1,8.785814718028783,4.87250517441851,1,High,0,0,0,0,0,0,0,Retail,1
1,1,7.951657147283583,5.202091485675074,1,High,0,1,0,1,1,1,0,Healthcare,1
1,1,9.038873246383474,6.143086700689882,0,Low,0,1,1,1,0,0,0,IT,1
1,1,5.679959236113422,4.703680532297131,1,Medium,0,1,1,0,0,1,1,Retail,1
0,1,11.312645015607115,4.19554608994274,1,Medium,0,1,0,0,1,0,0,Retail,1
1,1,11.849690990247042,4.862557610119231,1,High,0,1,1,0,1,0,1,Healthcare,1
0,1,8.094209395518627,3.5988807911671787,0,High,0,1,1,1,1,0,1,Healthcare,1
1,0,12.846212261227109,3.587848608436782,1,Medium,0,0,0,1,1,0,1,IT,1
1,1,7.201944136900159,1.3388345315818695,0,High,0,1,0,0,1,0,1,Retail,1
1,0,8.80086398771256,5.340123935034001,0,Medium,1,1,1,1,1,0,0,Healthcare,1
0,1,10.863778127549027,4.31718841757762,1,High,1,1,1,1,1,0,1,IT,1
0,1,7.0819910795541805,5.165558899552458,1,Low,0,1,0,0,0,0,0,Healthcare,1
1,1,5.236901882241123,-0.22371574171594144,1,Low,0,1,1,1,1,1,1,Retail,1
